RBM6,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
CYSTM1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
KLF4,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
IFITM10,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
UNC5CL,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
PDGF,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
C16orf71,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
SEBOX,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
KRCC1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
PRND,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
PIGL,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
MOB1B,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
DNAJC30,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
HID1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
UIMC1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
C17orf77,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
FXYD2,0,,1,1,,1,0,1,1,,0,1,1,0,1,0,0,1,0,0
ZNF667,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
PTGES3L-AARSD1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
ATP7B,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TFEC,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
C2orf78,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
POLD2,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
C1orf145,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
ACOT2,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,0,0,0
HIST1H4I,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
PPARGC1A,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
ETFA,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
POLRMT,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
